input_len,target_len,task_source,idx
15,124,CoT,220
767,62,CoT,221
447,26,CoT,222
51,22,CoT,223
80,29,CoT,224
457,35,CoT,225
102,51,CoT,226
21,123,CoT,227
86,22,CoT,228
201,29,CoT,229
166,54,CoT,230
523,27,CoT,231
61,26,CoT,232
482,23,CoT,233
44,53,CoT,234
334,37,CoT,235
79,123,CoT,236
95,70,CoT,237
480,51,CoT,238
440,48,CoT,239
328,27,CoT,240
63,20,CoT,241
20,66,CoT,242
84,39,CoT,243
204,36,CoT,244
41,33,CoT,245
58,23,CoT,246
72,31,CoT,247
34,54,CoT,248
60,35,CoT,249
396,38,CoT,250
241,25,CoT,251
26,34,CoT,252
68,34,CoT,253
76,77,CoT,254
368,37,CoT,255
50,50,CoT,256
36,56,CoT,257
57,87,CoT,258
259,28,CoT,259
65,28,CoT,260
56,31,CoT,261
527,38,CoT,262
55,13,CoT,263
66,28,CoT,264
69,30,CoT,265
18,73,CoT,266
378,61,CoT,267
57,22,CoT,268
67,22,CoT,269
416,61,CoT,270
512,60,CoT,271
216,33,CoT,272
198,26,CoT,273
486,18,CoT,274
505,28,CoT,275
78,30,CoT,276
512,20,CoT,277
64,77,CoT,278
318,17,CoT,279
525,23,CoT,280
65,31,CoT,281
457,71,CoT,282
400,34,CoT,283
45,27,CoT,284
315,23,CoT,285
55,36,CoT,286
433,18,CoT,287
83,43,CoT,288
71,32,CoT,289
75,17,CoT,290
464,29,CoT,291
264,30,CoT,292
67,17,CoT,293
526,31,CoT,294
633,63,CoT,295
273,32,CoT,296
43,49,CoT,297
46,42,CoT,298
243,21,CoT,299
69,23,CoT,300
50,36,CoT,301
78,28,CoT,302
21,69,CoT,303
75,10,CoT,304
348,20,CoT,305
322,22,CoT,306
16,90,CoT,307
48,22,CoT,308
52,27,CoT,309
498,26,CoT,310
38,20,CoT,311
296,26,CoT,312
152,58,CoT,313
486,28,CoT,314
483,23,CoT,315
340,29,CoT,316
225,44,CoT,317
286,17,CoT,318
938,35,CoT,319
84,71,CoT,320
44,53,CoT,321
584,49,CoT,322
60,28,CoT,323
333,55,CoT,324
237,15,CoT,325
41,21,CoT,326
291,26,CoT,327
89,28,CoT,328
304,22,CoT,329
260,47,CoT,330
87,18,CoT,331
225,30,CoT,332
227,41,CoT,333
496,38,CoT,334
48,26,CoT,335
200,40,CoT,336
273,25,CoT,337
83,23,CoT,338
312,25,CoT,339
338,62,CoT,340
55,56,CoT,341
596,87,CoT,342
80,92,CoT,343
29,64,CoT,344
42,31,CoT,345
881,49,CoT,346
440,79,CoT,347
305,16,CoT,348
273,29,CoT,349
317,11,CoT,350
823,74,CoT,351
150,50,CoT,352
40,31,CoT,353
79,26,CoT,354
83,51,CoT,355
16,104,CoT,356
41,44,CoT,357
52,25,CoT,358
55,59,CoT,359
346,61,CoT,360
74,28,CoT,361
39,71,CoT,362
177,20,CoT,363
239,56,CoT,364
67,22,CoT,365
476,28,CoT,366
87,25,CoT,367
59,60,CoT,368
425,19,CoT,369
49,31,CoT,370
303,29,CoT,371
524,41,CoT,372
506,32,CoT,373
57,36,CoT,374
212,35,CoT,375
1082,95,CoT,376
50,19,CoT,377
440,32,CoT,378
487,26,CoT,379
212,23,CoT,380
502,28,CoT,381
207,39,CoT,382
633,50,CoT,383
448,21,CoT,384
62,28,CoT,385
554,26,CoT,386
324,23,CoT,387
335,28,CoT,388
732,114,CoT,389
61,116,CoT,390
508,29,CoT,391
325,25,CoT,392
427,25,CoT,393
44,24,CoT,394
62,22,CoT,395
54,22,CoT,396
68,27,CoT,397
34,57,CoT,398
225,33,CoT,399
452,61,CoT,400
477,56,CoT,401
181,75,CoT,402
57,35,CoT,403
429,27,CoT,404
58,23,CoT,405
264,32,CoT,406
278,26,CoT,407
63,107,CoT,408
482,25,CoT,409
51,48,CoT,410
70,25,CoT,411
284,41,CoT,412
70,41,CoT,413
353,26,CoT,414
58,21,CoT,415
36,34,CoT,416
401,53,CoT,417
630,25,CoT,418
60,25,CoT,419
834,50,CoT,420
260,32,CoT,421
52,34,CoT,422
300,18,CoT,423
189,80,CoT,424
53,28,CoT,425
306,19,CoT,426
171,32,CoT,427
270,22,CoT,428
494,21,CoT,429
368,23,CoT,430
330,33,CoT,431
520,20,CoT,432
164,32,CoT,433
503,31,CoT,434
287,27,CoT,435
335,47,CoT,436
393,37,CoT,437
85,24,CoT,438
55,22,CoT,439
1053,48,CoT,440
72,24,CoT,441
485,32,CoT,442
64,81,CoT,443
68,31,CoT,444
59,23,CoT,445
308,20,CoT,446
257,21,CoT,447
72,27,CoT,448
458,76,CoT,449
537,26,CoT,450
66,15,CoT,451
252,22,CoT,452
74,27,CoT,453
327,20,CoT,454
54,20,CoT,455
472,23,CoT,456
768,46,CoT,457
1004,56,CoT,458
305,25,CoT,459
253,29,CoT,460
92,89,CoT,461
81,28,CoT,462
465,20,CoT,463
135,53,CoT,464
342,34,CoT,465
91,24,CoT,466
328,43,CoT,467
1314,198,CoT,468
84,32,CoT,469
77,28,CoT,470
278,27,CoT,471
72,46,CoT,472
175,51,CoT,473
69,20,CoT,474
339,30,CoT,475
44,25,CoT,476
78,29,CoT,477
102,65,CoT,478
44,22,CoT,479
482,26,CoT,480
436,20,CoT,481
62,38,CoT,482
53,55,CoT,483
340,31,CoT,484
36,59,CoT,485
529,110,CoT,486
119,109,CoT,487
369,32,CoT,488
58,43,CoT,489
552,65,CoT,490
58,61,CoT,491
321,72,CoT,492
69,37,CoT,493
78,25,CoT,494
567,25,CoT,495
60,47,CoT,496
154,44,CoT,497
677,160,CoT,498
329,31,CoT,499
63,19,CoT,500
426,44,CoT,501
53,25,CoT,502
48,20,CoT,503
308,39,CoT,504
56,24,CoT,505
65,30,CoT,506
289,33,CoT,507
16,78,CoT,508
836,45,CoT,509
63,23,CoT,510
78,65,CoT,511
329,55,CoT,512
299,12,CoT,513
295,34,CoT,514
76,92,CoT,515
16,60,CoT,516
419,19,CoT,517
266,39,CoT,518
76,25,CoT,519
531,23,CoT,520
65,23,CoT,521
369,109,CoT,522
45,41,CoT,523
298,25,CoT,524
313,16,CoT,525
876,111,CoT,526
50,53,CoT,527
26,102,CoT,528
302,26,CoT,529
78,23,CoT,530
34,75,CoT,531
388,25,CoT,532
68,46,CoT,533
50,30,CoT,534
243,19,CoT,535
53,34,CoT,536
38,17,CoT,537
302,28,CoT,538
65,31,CoT,539
895,111,CoT,540
87,24,CoT,541
16,74,CoT,542
709,51,CoT,543
56,36,CoT,544
321,28,CoT,545
83,26,CoT,546
334,18,CoT,547
306,42,CoT,548
54,32,CoT,549
56,74,CoT,550
348,28,CoT,551
232,27,CoT,552
35,32,CoT,553
132,68,CoT,554
79,26,CoT,555
325,36,CoT,556
570,44,CoT,557
46,27,CoT,558
175,25,CoT,559
253,38,CoT,560
74,20,CoT,561
481,56,CoT,562
82,40,CoT,563
139,60,CoT,564
39,34,CoT,565
200,26,CoT,566
49,27,CoT,567
202,21,CoT,568
51,36,CoT,569
465,26,CoT,570
314,17,CoT,571
56,85,CoT,572
344,56,CoT,573
471,50,CoT,574
506,21,CoT,575
206,28,CoT,576
188,15,CoT,577
70,26,CoT,578
278,46,CoT,579
82,20,CoT,580
29,51,CoT,581
482,39,CoT,582
64,38,CoT,583
41,27,CoT,584
58,105,CoT,585
73,35,CoT,586
102,26,CoT,587
89,35,CoT,588
716,47,CoT,589
732,39,CoT,590
57,45,CoT,591
710,61,CoT,592
529,35,CoT,593
270,31,CoT,594
263,13,CoT,595
53,27,CoT,596
24,43,CoT,597
52,23,CoT,598
73,23,CoT,599
125,79,CoT,600
294,74,CoT,601
41,41,CoT,602
16,104,CoT,603
32,51,CoT,604
294,33,CoT,605
72,38,CoT,606
188,32,CoT,607
500,19,CoT,608
461,52,CoT,609
88,107,CoT,610
593,32,CoT,611
159,18,CoT,612
316,42,CoT,613
220,25,CoT,614
83,30,CoT,615
71,39,CoT,616
44,61,CoT,617
199,95,CoT,618
217,27,CoT,619
20,101,CoT,620
44,30,CoT,621
457,24,CoT,622
34,24,CoT,623
1034,75,CoT,624
381,15,CoT,625
498,23,CoT,626
47,27,CoT,627
54,19,CoT,628
251,25,CoT,629
572,52,CoT,630
729,72,CoT,631
949,105,CoT,632
431,49,CoT,633
62,34,CoT,634
322,24,CoT,635
531,26,CoT,636
70,26,CoT,637
58,35,CoT,638
69,49,CoT,639
307,33,CoT,640
499,25,CoT,641
684,35,CoT,642
70,30,CoT,643
726,116,CoT,644
83,125,CoT,645
66,21,CoT,646
509,32,CoT,647
219,28,CoT,648
303,49,CoT,649
68,60,CoT,650
260,33,CoT,651
234,58,CoT,652
216,28,CoT,653
76,26,CoT,654
1009,59,CoT,655
67,20,CoT,656
284,23,CoT,657
531,28,CoT,658
53,36,CoT,659
307,20,CoT,660
50,31,CoT,661
56,67,CoT,662
61,22,CoT,663
137,28,CoT,664
540,30,CoT,665
293,42,CoT,666
363,26,CoT,667
378,35,CoT,668
741,52,CoT,669
204,32,CoT,670
67,20,CoT,671
285,19,CoT,672
62,51,CoT,673
463,32,CoT,674
580,27,CoT,675
62,30,CoT,676
440,23,CoT,677
1608,53,CoT,678
490,25,CoT,679
430,24,CoT,680
55,25,CoT,681
83,25,CoT,682
87,47,CoT,683
59,28,CoT,684
54,28,CoT,685
84,25,CoT,686
54,38,CoT,687
67,36,CoT,688
405,37,CoT,689
58,35,CoT,690
15,70,CoT,691
318,58,CoT,692
67,19,CoT,693
333,65,CoT,694
50,18,CoT,695
601,44,CoT,696
73,15,CoT,697
230,36,CoT,698
43,59,CoT,699
43,46,CoT,700
761,58,CoT,701
321,34,CoT,702
450,20,CoT,703
57,22,CoT,704
53,23,CoT,705
43,29,CoT,706
43,29,CoT,707
60,43,CoT,708
481,30,CoT,709
264,25,CoT,710
47,37,CoT,711
59,26,CoT,712
60,24,CoT,713
28,52,CoT,714
157,28,CoT,715
221,35,CoT,716
63,26,CoT,717
338,40,CoT,718
285,52,CoT,719
46,26,CoT,720
488,46,CoT,721
516,31,CoT,722
536,38,CoT,723
69,16,CoT,724
89,58,CoT,725
485,58,CoT,726
39,26,CoT,727
452,70,CoT,728
67,23,CoT,729
357,53,CoT,730
65,30,CoT,731
527,24,CoT,732
697,73,CoT,733
35,22,CoT,734
62,29,CoT,735
42,66,CoT,736
96,61,CoT,737
323,46,CoT,738
96,50,CoT,739
70,37,CoT,740
436,30,CoT,741
673,47,CoT,742
58,25,CoT,743
59,25,CoT,744
55,46,CoT,745
39,37,CoT,746
47,20,CoT,747
52,27,CoT,748
346,27,CoT,749
446,77,CoT,750
204,32,CoT,751
47,39,CoT,752
88,30,CoT,753
116,66,CoT,754
502,77,CoT,755
549,78,CoT,756
296,14,CoT,757
49,43,CoT,758
462,47,CoT,759
316,19,CoT,760
371,27,CoT,761
506,43,CoT,762
205,45,CoT,763
247,31,CoT,764
92,28,CoT,765
46,37,CoT,766
88,39,CoT,767
863,46,CoT,768
79,50,CoT,769
488,53,CoT,770
55,23,CoT,771
19,93,CoT,772
455,36,CoT,773
56,27,CoT,774
51,38,CoT,775
64,76,CoT,776
86,79,CoT,777
69,23,CoT,778
70,35,CoT,779
44,61,CoT,780
41,56,CoT,781
22,42,CoT,782
251,31,CoT,783
67,26,CoT,784
176,43,CoT,785
80,26,CoT,786
62,43,CoT,787
197,41,CoT,788
409,34,CoT,789
47,36,CoT,790
63,33,CoT,791
39,29,CoT,792
61,18,CoT,793
176,34,CoT,794
47,32,CoT,795
67,26,CoT,796
187,30,CoT,797
419,51,CoT,798
21,50,CoT,799
441,67,CoT,800
252,29,CoT,801
79,16,CoT,802
685,80,CoT,803
555,57,CoT,804
223,33,CoT,805
224,26,CoT,806
177,107,CoT,807
38,23,CoT,808
535,26,CoT,809
953,51,CoT,810
49,46,CoT,811
63,27,CoT,812
485,26,CoT,813
36,61,CoT,814
96,22,CoT,815
18,73,CoT,816
191,70,CoT,817
242,34,CoT,818
167,70,CoT,819
316,32,CoT,820
73,41,CoT,821
313,21,CoT,822
192,53,CoT,823
73,27,CoT,824
55,31,CoT,825
447,20,CoT,826
295,30,CoT,827
281,145,CoT,828
35,33,CoT,829
451,32,CoT,830
500,34,CoT,831
842,41,CoT,832
136,32,CoT,833
54,24,CoT,834
521,19,CoT,835
206,42,CoT,836
15,74,CoT,837
293,26,CoT,838
475,41,CoT,839
84,42,CoT,840
75,23,CoT,841
331,15,CoT,842
53,72,CoT,843
1344,238,CoT,844
57,21,CoT,845
383,40,CoT,846
323,34,CoT,847
55,38,CoT,848
494,30,CoT,849
335,47,CoT,850
431,63,CoT,851
40,20,CoT,852
50,31,CoT,853
570,79,CoT,854
84,36,CoT,855
69,25,CoT,856
53,61,CoT,857
46,37,CoT,858
458,23,CoT,859
31,64,CoT,860
59,23,CoT,861
61,25,CoT,862
56,30,CoT,863
26,73,CoT,864
316,30,CoT,865
41,20,CoT,866
474,26,CoT,867
1180,35,CoT,868
396,44,CoT,869
444,18,CoT,870
31,62,CoT,871
144,78,CoT,872
295,14,CoT,873
68,40,CoT,874
28,64,CoT,875
62,81,CoT,876
53,21,CoT,877
270,28,CoT,878
34,55,CoT,879
89,121,CoT,880
60,30,CoT,881
178,58,CoT,882
71,31,CoT,883
486,20,CoT,884
67,22,CoT,885
358,45,CoT,886
256,45,CoT,887
446,25,CoT,888
39,83,CoT,889
69,26,CoT,890
394,93,CoT,891
182,37,CoT,892
452,51,CoT,893
630,89,CoT,894
82,29,CoT,895
52,20,CoT,896
469,70,CoT,897
57,18,CoT,898
258,50,CoT,899
525,36,CoT,900
81,20,CoT,901
466,20,CoT,902
488,25,CoT,903
67,35,CoT,904
445,36,CoT,905
42,19,CoT,906
564,24,CoT,907
391,35,CoT,908
349,19,CoT,909
526,20,CoT,910
50,29,CoT,911
40,20,CoT,912
42,33,CoT,913
233,26,CoT,914
66,25,CoT,915
287,43,CoT,916
61,45,CoT,917
64,22,CoT,918
437,71,CoT,919
224,53,CoT,920
360,28,CoT,921
470,40,CoT,922
528,27,CoT,923
287,71,CoT,924
108,60,CoT,925
755,32,CoT,926
43,33,CoT,927
28,80,CoT,928
476,37,CoT,929
345,31,CoT,930
65,31,CoT,931
69,31,CoT,932
300,73,CoT,933
296,32,CoT,934
435,39,CoT,935
230,30,CoT,936
291,54,CoT,937
505,24,CoT,938
58,21,CoT,939
323,29,CoT,940
293,40,CoT,941
32,60,CoT,942
1044,238,CoT,943
51,37,CoT,944
70,28,CoT,945
542,23,CoT,946
466,30,CoT,947
254,34,CoT,948
432,66,CoT,949
512,28,CoT,950
580,63,CoT,951
214,30,CoT,952
39,55,CoT,953
482,26,CoT,954
81,99,CoT,955
523,44,CoT,956
76,33,CoT,957
234,32,CoT,958
40,23,CoT,959
438,35,CoT,960
60,24,CoT,961
460,62,CoT,962
42,27,CoT,963
466,25,CoT,964
69,32,CoT,965
69,44,CoT,966
73,25,CoT,967
233,22,CoT,968
252,59,CoT,969
77,43,CoT,970
512,22,CoT,971
487,19,CoT,972
185,45,CoT,973
137,97,CoT,974
311,50,CoT,975
287,34,CoT,976
77,35,CoT,977
112,72,CoT,978
512,29,CoT,979
546,31,CoT,980
256,37,CoT,981
256,27,CoT,982
518,32,CoT,983
505,61,CoT,984
509,27,CoT,985
293,28,CoT,986
47,27,CoT,987
60,32,CoT,988
285,20,CoT,989
70,21,CoT,990
239,25,CoT,991
462,20,CoT,992
204,26,CoT,993
224,105,CoT,994
914,63,CoT,995
223,28,CoT,996
336,28,CoT,997
84,17,CoT,998
427,83,CoT,999
239,53,CoT,1000
72,23,CoT,1001
318,20,CoT,1002
489,40,CoT,1003
244,27,CoT,1004
151,58,CoT,1005
90,40,CoT,1006
465,26,CoT,1007
260,79,CoT,1008
63,51,CoT,1009
505,42,CoT,1010
654,289,CoT,1011
66,33,CoT,1012
356,25,CoT,1013
235,68,CoT,1014
180,39,CoT,1015
400,15,CoT,1016
524,31,CoT,1017
64,12,CoT,1018
523,42,CoT,1019
64,58,CoT,1020
71,25,CoT,1021
69,21,CoT,1022
55,18,CoT,1023
55,26,CoT,1024
1524,206,CoT,1025
143,81,CoT,1026
480,56,CoT,1027
309,13,CoT,1028
472,29,CoT,1029
450,57,CoT,1030
46,118,CoT,1031
428,31,CoT,1032
47,23,CoT,1033
98,112,CoT,1034
68,26,CoT,1035
44,66,CoT,1036
30,63,CoT,1037
58,33,CoT,1038
495,23,CoT,1039
88,63,CoT,1040
454,51,CoT,1041
54,27,CoT,1042
63,52,CoT,1043
86,95,CoT,1044
192,24,CoT,1045
37,25,CoT,1046
38,20,CoT,1047
661,22,CoT,1048
417,21,CoT,1049
21,56,CoT,1050
947,59,CoT,1051
78,25,CoT,1052
1212,67,CoT,1053
69,25,CoT,1054
834,60,CoT,1055
60,22,CoT,1056
41,31,CoT,1057
465,80,CoT,1058
34,98,CoT,1059
487,29,CoT,1060
92,81,CoT,1061
39,28,CoT,1062
302,27,CoT,1063
169,30,CoT,1064
242,38,CoT,1065
178,49,CoT,1066
15,80,CoT,1067
81,23,CoT,1068
503,31,CoT,1069
64,22,CoT,1070
245,87,CoT,1071
53,18,CoT,1072
57,21,CoT,1073
750,40,CoT,1074
79,78,CoT,1075
221,32,CoT,1076
63,22,CoT,1077
504,30,CoT,1078
45,17,CoT,1079
55,39,CoT,1080
49,25,CoT,1081
526,23,CoT,1082
58,43,CoT,1083
69,32,CoT,1084
396,52,CoT,1085
23,81,CoT,1086
482,21,CoT,1087
101,76,CoT,1088
753,73,CoT,1089
401,48,CoT,1090
38,46,CoT,1091
113,96,CoT,1092
513,34,CoT,1093
89,30,CoT,1094
537,27,CoT,1095
333,16,CoT,1096
40,52,CoT,1097
43,27,CoT,1098
70,29,CoT,1099
784,50,CoT,1100
72,26,CoT,1101
47,23,CoT,1102
21,55,CoT,1103
680,82,CoT,1104
23,249,CoT,1105
472,53,CoT,1106
318,25,CoT,1107
469,27,CoT,1108
305,30,CoT,1109
77,24,CoT,1110
426,79,CoT,1111
231,62,CoT,1112
455,34,CoT,1113
308,24,CoT,1114
54,24,CoT,1115
224,33,CoT,1116
473,68,CoT,1117
88,31,CoT,1118
101,31,CoT,1119
74,21,CoT,1120
249,22,CoT,1121
231,26,CoT,1122
70,21,CoT,1123
59,20,CoT,1124
1854,61,CoT,1125
366,38,CoT,1126
58,20,CoT,1127
84,18,CoT,1128
529,21,CoT,1129
233,39,CoT,1130
147,109,CoT,1131
295,18,CoT,1132
74,27,CoT,1133
909,70,CoT,1134
245,30,CoT,1135
333,132,CoT,1136
69,25,CoT,1137
225,22,CoT,1138
35,48,CoT,1139
337,29,CoT,1140
430,44,CoT,1141
65,40,CoT,1142
551,112,CoT,1143
78,23,CoT,1144
66,28,CoT,1145
42,40,CoT,1146
21,75,CoT,1147
56,24,CoT,1148
61,36,CoT,1149
268,38,CoT,1150
255,110,CoT,1151
72,20,CoT,1152
68,21,CoT,1153
70,21,CoT,1154
141,89,CoT,1155
88,120,CoT,1156
349,18,CoT,1157
399,151,CoT,1158
21,110,CoT,1159
87,92,CoT,1160
75,24,CoT,1161
15,72,CoT,1162
45,25,CoT,1163
82,27,CoT,1164
38,25,CoT,1165
348,49,CoT,1166
191,40,CoT,1167
44,23,CoT,1168
188,58,CoT,1169
480,62,CoT,1170
285,25,CoT,1171
75,28,CoT,1172
36,24,CoT,1173
419,55,CoT,1174
73,82,CoT,1175
775,58,CoT,1176
355,64,CoT,1177
282,30,CoT,1178
327,37,CoT,1179
88,73,CoT,1180
255,37,CoT,1181
59,18,CoT,1182
330,24,CoT,1183
21,36,CoT,1184
697,56,CoT,1185
212,24,CoT,1186
16,79,CoT,1187
61,23,CoT,1188
546,34,CoT,1189
293,55,CoT,1190
271,36,CoT,1191
482,22,CoT,1192
81,47,CoT,1193
37,36,CoT,1194
53,25,CoT,1195
82,24,CoT,1196
189,70,CoT,1197
360,30,CoT,1198
297,44,CoT,1199
16,148,CoT,1200
275,39,CoT,1201
484,30,CoT,1202
80,22,CoT,1203
324,23,CoT,1204
526,33,CoT,1205
92,93,CoT,1206
60,23,CoT,1207
461,54,CoT,1208
67,20,CoT,1209
73,66,CoT,1210
47,44,CoT,1211
514,31,CoT,1212
76,23,CoT,1213
28,46,CoT,1214
58,59,CoT,1215
565,24,CoT,1216
458,62,CoT,1217
73,39,CoT,1218
156,33,CoT,1219
225,43,CoT,1220
96,47,CoT,1221
63,27,CoT,1222
68,27,CoT,1223
288,46,CoT,1224
509,37,CoT,1225
347,17,CoT,1226
280,53,CoT,1227
63,34,CoT,1228
482,26,CoT,1229
231,30,CoT,1230
114,57,CoT,1231
249,18,CoT,1232
44,45,CoT,1233
61,24,CoT,1234
88,62,CoT,1235
74,16,CoT,1236
530,84,CoT,1237
58,26,CoT,1238
90,26,CoT,1239
479,31,CoT,1240
95,23,CoT,1241
61,33,CoT,1242
62,24,CoT,1243
34,20,CoT,1244
55,39,CoT,1245
492,39,CoT,1246
929,107,CoT,1247
69,17,CoT,1248
254,46,CoT,1249
72,23,CoT,1250
58,39,CoT,1251
348,30,CoT,1252
60,35,CoT,1253
553,22,CoT,1254
89,28,CoT,1255
692,82,CoT,1256
55,38,CoT,1257
490,30,CoT,1258
48,37,CoT,1259
520,28,CoT,1260
390,37,CoT,1261
321,29,CoT,1262
55,19,CoT,1263
269,26,CoT,1264
61,21,CoT,1265
282,17,CoT,1266
342,14,CoT,1267
64,28,CoT,1268
499,28,CoT,1269
59,28,CoT,1270
444,66,CoT,1271
506,35,CoT,1272
692,53,CoT,1273
492,28,CoT,1274
250,39,CoT,1275
48,24,CoT,1276
429,24,CoT,1277
290,29,CoT,1278
17,24,CoT,1279
43,45,CoT,1280
153,58,CoT,1281
550,36,CoT,1282
68,54,CoT,1283
52,22,CoT,1284
65,24,CoT,1285
69,25,CoT,1286
73,52,CoT,1287
60,24,CoT,1288
66,28,CoT,1289
39,44,CoT,1290
512,24,CoT,1291
529,28,CoT,1292
271,31,CoT,1293
402,16,CoT,1294
433,45,CoT,1295
57,31,CoT,1296
372,32,CoT,1297
588,56,CoT,1298
83,35,CoT,1299
52,50,CoT,1300
72,20,CoT,1301
94,35,CoT,1302
499,23,CoT,1303
65,53,CoT,1304
37,20,CoT,1305
262,21,CoT,1306
60,29,CoT,1307
62,50,CoT,1308
55,87,CoT,1309
577,125,CoT,1310
230,25,CoT,1311
68,99,CoT,1312
219,15,CoT,1313
404,147,CoT,1314
487,34,CoT,1315
259,49,CoT,1316
836,46,CoT,1317
181,46,CoT,1318
83,34,CoT,1319
412,32,CoT,1320
54,39,CoT,1321
59,22,CoT,1322
64,44,CoT,1323
81,11,CoT,1324
390,33,CoT,1325
277,44,CoT,1326
78,28,CoT,1327
78,56,CoT,1328
187,36,CoT,1329
468,19,CoT,1330
442,32,CoT,1331
43,30,CoT,1332
54,39,CoT,1333
37,25,CoT,1334
452,25,CoT,1335
182,66,CoT,1336
647,56,CoT,1337
65,26,CoT,1338
76,21,CoT,1339
62,32,CoT,1340
280,33,CoT,1341
61,71,CoT,1342
73,22,CoT,1343
71,70,CoT,1344
83,21,CoT,1345
676,23,CoT,1346
58,99,CoT,1347
16,94,CoT,1348
42,28,CoT,1349
501,31,CoT,1350
235,51,CoT,1351
51,73,CoT,1352
307,33,CoT,1353
485,19,CoT,1354
328,28,CoT,1355
419,56,CoT,1356
72,23,CoT,1357
53,61,CoT,1358
