input_len,target_len,task_source,idx
59,20,CoT,341
62,24,CoT,342
59,25,CoT,343
63,27,CoT,344
64,147,CoT,345
85,79,CoT,346
56,43,CoT,347
64,24,CoT,348
49,43,CoT,349
40,19,CoT,350
58,20,CoT,351
51,18,CoT,352
56,22,CoT,353
75,28,CoT,354
40,35,CoT,355
80,22,CoT,356
106,51,CoT,357
54,33,CoT,358
65,29,CoT,359
38,21,CoT,360
77,40,CoT,361
58,46,CoT,362
63,30,CoT,363
66,22,CoT,364
44,70,CoT,365
37,67,CoT,366
58,38,CoT,367
50,44,CoT,368
86,43,CoT,369
50,20,CoT,370
68,23,CoT,371
70,63,CoT,372
49,24,CoT,373
34,165,CoT,374
52,20,CoT,375
34,72,CoT,376
49,18,CoT,377
61,20,CoT,378
71,36,CoT,379
26,87,CoT,380
33,26,CoT,381
90,51,CoT,382
16,151,CoT,383
61,29,CoT,384
65,31,CoT,385
79,26,CoT,386
35,48,CoT,387
77,23,CoT,388
79,31,CoT,389
58,50,CoT,390
16,74,CoT,391
42,21,CoT,392
56,29,CoT,393
73,30,CoT,394
32,37,CoT,395
54,24,CoT,396
104,94,CoT,397
93,32,CoT,398
64,23,CoT,399
48,21,CoT,400
34,34,CoT,401
55,29,CoT,402
59,26,CoT,403
50,18,CoT,404
62,60,CoT,405
60,21,CoT,406
60,30,CoT,407
55,53,CoT,408
67,30,CoT,409
29,62,CoT,410
105,30,CoT,411
62,34,CoT,412
44,35,CoT,413
70,23,CoT,414
74,25,CoT,415
51,60,CoT,416
57,49,CoT,417
58,35,CoT,418
60,30,CoT,419
39,19,CoT,420
63,22,CoT,421
89,28,CoT,422
79,76,CoT,423
38,54,CoT,424
109,144,CoT,425
35,34,CoT,426
65,93,CoT,427
94,25,CoT,428
53,21,CoT,429
36,26,CoT,430
71,19,CoT,431
71,21,CoT,432
49,46,CoT,433
45,63,CoT,434
46,26,CoT,435
28,37,CoT,436
80,39,CoT,437
84,26,CoT,438
33,76,CoT,439
42,55,CoT,440
33,20,CoT,441
54,41,CoT,442
57,20,CoT,443
84,18,CoT,444
40,39,CoT,445
16,63,CoT,446
273,99,CoT,447
76,23,CoT,448
48,28,CoT,449
63,29,CoT,450
45,53,CoT,451
64,21,CoT,452
24,96,CoT,453
59,30,CoT,454
36,61,CoT,455
565,15,CoT,456
71,27,CoT,457
92,83,CoT,458
27,33,CoT,459
100,104,CoT,460
102,37,CoT,461
46,65,CoT,462
246,69,CoT,463
53,28,CoT,464
38,23,CoT,465
16,188,CoT,466
48,20,CoT,467
53,28,CoT,468
92,59,CoT,469
68,26,CoT,470
77,24,CoT,471
60,42,CoT,472
62,34,CoT,473
56,52,CoT,474
65,34,CoT,475
77,26,CoT,476
75,27,CoT,477
62,38,CoT,478
68,24,CoT,479
58,41,CoT,480
59,40,CoT,481
64,24,CoT,482
30,42,CoT,483
35,28,CoT,484
26,42,CoT,485
50,32,CoT,486
43,29,CoT,487
61,31,CoT,488
24,47,CoT,489
69,26,CoT,490
30,62,CoT,491
40,31,CoT,492
65,25,CoT,493
255,60,CoT,494
58,23,CoT,495
258,52,CoT,496
47,25,CoT,497
50,20,CoT,498
62,26,CoT,499
85,176,CoT,500
59,57,CoT,501
32,51,CoT,502
120,47,CoT,503
85,29,CoT,504
65,19,CoT,505
61,22,CoT,506
84,183,CoT,507
58,31,CoT,508
52,19,CoT,509
36,47,CoT,510
44,23,CoT,511
58,26,CoT,512
63,20,CoT,513
82,32,CoT,514
246,67,CoT,515
72,20,CoT,516
68,47,CoT,517
64,24,CoT,518
42,28,CoT,519
69,20,CoT,520
67,26,CoT,521
27,56,CoT,522
73,26,CoT,523
46,31,CoT,524
44,72,CoT,525
88,35,CoT,526
67,22,CoT,527
55,38,CoT,528
46,38,CoT,529
41,16,CoT,530
108,68,CoT,531
88,24,CoT,532
60,20,CoT,533
60,48,CoT,534
58,18,CoT,535
74,32,CoT,536
47,29,CoT,537
98,54,CoT,538
40,23,CoT,539
50,55,CoT,540
53,26,CoT,541
69,25,CoT,542
18,135,CoT,543
62,22,CoT,544
66,24,CoT,545
59,54,CoT,546
109,92,CoT,547
287,44,CoT,548
82,32,CoT,549
126,92,CoT,550
38,51,CoT,551
42,36,CoT,552
65,21,CoT,553
67,19,CoT,554
57,33,CoT,555
60,24,CoT,556
54,29,CoT,557
195,63,CoT,558
52,30,CoT,559
88,27,CoT,560
24,82,CoT,561
44,53,CoT,562
66,35,CoT,563
39,83,CoT,564
47,23,CoT,565
47,26,CoT,566
82,35,CoT,567
55,23,CoT,568
81,47,CoT,569
38,26,CoT,570
70,25,CoT,571
46,49,CoT,572
57,20,CoT,573
41,28,CoT,574
83,35,CoT,575
81,66,CoT,576
62,25,CoT,577
64,22,CoT,578
56,17,CoT,579
71,194,CoT,580
74,22,CoT,581
50,21,CoT,582
70,26,CoT,583
68,49,CoT,584
72,27,CoT,585
69,25,CoT,586
44,27,CoT,587
55,21,CoT,588
88,53,CoT,589
55,38,CoT,590
76,27,CoT,591
59,36,CoT,592
55,26,CoT,593
61,51,CoT,594
15,71,CoT,595
78,42,CoT,596
48,37,CoT,597
140,61,CoT,598
70,23,CoT,599
70,21,CoT,600
52,27,CoT,601
38,20,CoT,602
52,29,CoT,603
101,53,CoT,604
36,50,CoT,605
240,113,CoT,606
47,27,CoT,607
79,169,CoT,608
15,103,CoT,609
84,54,CoT,610
64,24,CoT,611
77,29,CoT,612
62,22,CoT,613
28,52,CoT,614
146,43,CoT,615
51,26,CoT,616
82,28,CoT,617
58,30,CoT,618
71,47,CoT,619
70,28,CoT,620
84,46,CoT,621
52,89,CoT,622
74,20,CoT,623
60,26,CoT,624
32,36,CoT,625
56,27,CoT,626
85,20,CoT,627
56,24,CoT,628
80,22,CoT,629
65,22,CoT,630
65,33,CoT,631
60,40,CoT,632
33,24,CoT,633
47,23,CoT,634
65,33,CoT,635
34,16,CoT,636
65,20,CoT,637
66,23,CoT,638
44,52,CoT,639
85,60,CoT,640
54,26,CoT,641
37,24,CoT,642
69,26,CoT,643
48,28,CoT,644
62,22,CoT,645
68,21,CoT,646
55,31,CoT,647
66,38,CoT,648
69,51,CoT,649
64,21,CoT,650
42,80,CoT,651
42,32,CoT,652
66,45,CoT,653
87,35,CoT,654
150,155,CoT,655
68,32,CoT,656
78,27,CoT,657
68,138,CoT,658
77,62,CoT,659
47,27,CoT,660
226,33,CoT,661
66,67,CoT,662
63,102,CoT,663
48,45,CoT,664
38,25,CoT,665
60,32,CoT,666
62,57,CoT,667
21,90,CoT,668
145,110,CoT,669
70,35,CoT,670
67,16,CoT,671
36,50,CoT,672
25,125,CoT,673
74,15,CoT,674
75,25,CoT,675
46,43,CoT,676
58,40,CoT,677
69,15,CoT,678
31,82,CoT,679
66,33,CoT,680
49,19,CoT,681
62,107,CoT,682
25,44,CoT,683
57,29,CoT,684
40,30,CoT,685
127,53,CoT,686
59,34,CoT,687
77,177,CoT,688
71,13,CoT,689
34,56,CoT,690
59,23,CoT,691
112,43,CoT,692
111,79,CoT,693
72,24,CoT,694
45,22,CoT,695
83,25,CoT,696
75,26,CoT,697
87,23,CoT,698
39,21,CoT,699
33,24,CoT,700
42,43,CoT,701
45,51,CoT,702
20,236,CoT,703
61,25,CoT,704
52,34,CoT,705
65,21,CoT,706
81,120,CoT,707
69,31,CoT,708
38,71,CoT,709
67,55,CoT,710
44,20,CoT,711
96,58,CoT,712
31,60,CoT,713
58,36,CoT,714
78,23,CoT,715
85,28,CoT,716
76,27,CoT,717
25,31,CoT,718
102,26,CoT,719
88,104,CoT,720
21,97,CoT,721
88,79,CoT,722
79,23,CoT,723
60,117,CoT,724
34,70,CoT,725
79,11,CoT,726
54,21,CoT,727
145,22,CoT,728
50,31,CoT,729
79,27,CoT,730
66,34,CoT,731
71,29,CoT,732
37,19,CoT,733
29,60,CoT,734
34,42,CoT,735
192,90,CoT,736
54,21,CoT,737
115,42,CoT,738
61,28,CoT,739
56,38,CoT,740
61,31,CoT,741
62,21,CoT,742
78,32,CoT,743
75,21,CoT,744
84,23,CoT,745
15,78,CoT,746
191,105,CoT,747
75,28,CoT,748
59,26,CoT,749
80,92,CoT,750
60,19,CoT,751
89,29,CoT,752
54,34,CoT,753
42,27,CoT,754
23,52,CoT,755
55,25,CoT,756
62,28,CoT,757
53,33,CoT,758
81,32,CoT,759
36,23,CoT,760
20,118,CoT,761
50,27,CoT,762
37,23,CoT,763
60,32,CoT,764
27,63,CoT,765
41,62,CoT,766
84,31,CoT,767
27,60,CoT,768
93,77,CoT,769
73,41,CoT,770
39,21,CoT,771
52,52,CoT,772
101,31,CoT,773
44,21,CoT,774
64,26,CoT,775
73,24,CoT,776
53,18,CoT,777
31,51,CoT,778
40,20,CoT,779
34,65,CoT,780
76,27,CoT,781
84,35,CoT,782
89,71,CoT,783
83,30,CoT,784
116,43,CoT,785
63,58,CoT,786
73,24,CoT,787
33,52,CoT,788
3773,1042,CoT,789
63,27,CoT,790
32,40,CoT,791
21,76,CoT,792
283,74,CoT,793
42,22,CoT,794
27,60,CoT,795
76,102,CoT,796
67,54,CoT,797
21,87,CoT,798
54,23,CoT,799
58,35,CoT,800
67,210,CoT,801
39,25,CoT,802
57,61,CoT,803
203,54,CoT,804
69,44,CoT,805
65,30,CoT,806
58,32,CoT,807
57,27,CoT,808
64,20,CoT,809
79,90,CoT,810
58,28,CoT,811
80,21,CoT,812
77,28,CoT,813
55,26,CoT,814
67,25,CoT,815
26,83,CoT,816
21,54,CoT,817
64,25,CoT,818
60,41,CoT,819
49,20,CoT,820
55,25,CoT,821
42,49,CoT,822
67,21,CoT,823
39,54,CoT,824
52,27,CoT,825
66,27,CoT,826
25,24,CoT,827
52,20,CoT,828
21,102,CoT,829
232,24,CoT,830
42,64,CoT,831
107,126,CoT,832
26,90,CoT,833
83,25,CoT,834
51,19,CoT,835
64,22,CoT,836
77,18,CoT,837
15,95,CoT,838
81,83,CoT,839
79,26,CoT,840
48,33,CoT,841
65,26,CoT,842
96,33,CoT,843
59,34,CoT,844
43,58,CoT,845
75,59,CoT,846
53,37,CoT,847
66,31,CoT,848
40,18,CoT,849
76,25,CoT,850
77,42,CoT,851
41,19,CoT,852
55,107,CoT,853
104,115,CoT,854
69,76,CoT,855
71,29,CoT,856
69,23,CoT,857
41,25,CoT,858
328,42,CoT,859
41,21,CoT,860
49,28,CoT,861
65,18,CoT,862
54,28,CoT,863
62,33,CoT,864
76,40,CoT,865
60,25,CoT,866
81,36,CoT,867
77,31,CoT,868
67,23,CoT,869
55,25,CoT,870
70,26,CoT,871
83,23,CoT,872
168,68,CoT,873
256,68,CoT,874
44,23,CoT,875
78,30,CoT,876
70,32,CoT,877
76,25,CoT,878
73,62,CoT,879
66,23,CoT,880
65,30,CoT,881
120,108,CoT,882
52,25,CoT,883
86,36,CoT,884
40,25,CoT,885
55,26,CoT,886
219,94,CoT,887
52,27,CoT,888
44,40,CoT,889
46,33,CoT,890
94,27,CoT,891
45,47,CoT,892
84,18,CoT,893
61,25,CoT,894
64,25,CoT,895
22,69,CoT,896
168,61,CoT,897
66,23,CoT,898
65,20,CoT,899
69,27,CoT,900
72,30,CoT,901
67,20,CoT,902
56,24,CoT,903
55,24,CoT,904
43,45,CoT,905
63,23,CoT,906
63,25,CoT,907
22,33,CoT,908
55,87,CoT,909
54,31,CoT,910
78,28,CoT,911
85,21,CoT,912
70,33,CoT,913
68,24,CoT,914
61,22,CoT,915
66,25,CoT,916
40,59,CoT,917
44,29,CoT,918
65,14,CoT,919
79,27,CoT,920
49,23,CoT,921
60,30,CoT,922
16,59,CoT,923
98,52,CoT,924
15,95,CoT,925
16,87,CoT,926
106,30,CoT,927
41,25,CoT,928
62,25,CoT,929
26,82,CoT,930
66,23,CoT,931
810,39,CoT,932
80,56,CoT,933
56,19,CoT,934
213,107,CoT,935
40,24,CoT,936
71,18,CoT,937
96,34,CoT,938
31,51,CoT,939
73,23,CoT,940
83,23,CoT,941
154,64,CoT,942
54,32,CoT,943
25,89,CoT,944
91,81,CoT,945
37,23,CoT,946
52,95,CoT,947
51,16,CoT,948
67,37,CoT,949
33,34,CoT,950
94,47,CoT,951
57,27,CoT,952
63,32,CoT,953
30,60,CoT,954
48,23,CoT,955
46,26,CoT,956
50,29,CoT,957
58,37,CoT,958
80,28,CoT,959
92,59,CoT,960
95,40,CoT,961
44,31,CoT,962
65,31,CoT,963
42,20,CoT,964
33,17,CoT,965
21,131,CoT,966
33,55,CoT,967
94,61,CoT,968
34,63,CoT,969
57,82,CoT,970
52,44,CoT,971
66,31,CoT,972
42,33,CoT,973
140,79,CoT,974
64,25,CoT,975
73,59,CoT,976
96,34,CoT,977
34,75,CoT,978
69,30,CoT,979
81,53,CoT,980
61,25,CoT,981
74,18,CoT,982
52,28,CoT,983
49,43,CoT,984
91,58,CoT,985
61,796,CoT,986
85,56,CoT,987
95,51,CoT,988
72,247,CoT,989
131,102,CoT,990
64,28,CoT,991
52,34,CoT,992
51,66,CoT,993
50,26,CoT,994
68,27,CoT,995
72,38,CoT,996
94,94,CoT,997
58,33,CoT,998
68,36,CoT,999
15,70,CoT,1000
63,41,CoT,1001
54,71,CoT,1002
30,58,CoT,1003
68,26,CoT,1004
75,121,CoT,1005
72,14,CoT,1006
113,20,CoT,1007
59,21,CoT,1008
51,22,CoT,1009
62,29,CoT,1010
39,56,CoT,1011
53,20,CoT,1012
25,41,CoT,1013
68,17,CoT,1014
67,26,CoT,1015
65,30,CoT,1016
58,46,CoT,1017
24,71,CoT,1018
69,21,CoT,1019
26,44,CoT,1020
55,19,CoT,1021
46,26,CoT,1022
65,36,CoT,1023
56,21,CoT,1024
51,24,CoT,1025
67,26,CoT,1026
78,28,CoT,1027
54,23,CoT,1028
37,70,CoT,1029
37,71,CoT,1030
59,27,CoT,1031
79,44,CoT,1032
72,23,CoT,1033
88,38,CoT,1034
56,23,CoT,1035
68,40,CoT,1036
33,70,CoT,1037
26,47,CoT,1038
186,35,CoT,1039
145,93,CoT,1040
53,20,CoT,1041
77,23,CoT,1042
45,28,CoT,1043
47,18,CoT,1044
66,28,CoT,1045
71,70,CoT,1046
72,27,CoT,1047
73,31,CoT,1048
56,36,CoT,1049
67,18,CoT,1050
26,52,CoT,1051
65,30,CoT,1052
72,27,CoT,1053
67,28,CoT,1054
68,33,CoT,1055
74,90,CoT,1056
51,61,CoT,1057
90,28,CoT,1058
47,55,CoT,1059
57,60,CoT,1060
19,211,CoT,1061
57,22,CoT,1062
54,21,CoT,1063
69,119,CoT,1064
243,37,CoT,1065
37,24,CoT,1066
39,70,CoT,1067
57,30,CoT,1068
52,33,CoT,1069
66,20,CoT,1070
58,20,CoT,1071
69,22,CoT,1072
118,82,CoT,1073
60,31,CoT,1074
54,25,CoT,1075
46,32,CoT,1076
97,149,CoT,1077
54,23,CoT,1078
55,22,CoT,1079
87,27,CoT,1080
171,73,CoT,1081
27,46,CoT,1082
34,44,CoT,1083
79,42,CoT,1084
18,102,CoT,1085
79,27,CoT,1086
40,35,CoT,1087
76,21,CoT,1088
64,42,CoT,1089
55,26,CoT,1090
76,26,CoT,1091
58,43,CoT,1092
66,21,CoT,1093
72,33,CoT,1094
68,29,CoT,1095
63,33,CoT,1096
73,19,CoT,1097
28,20,CoT,1098
63,24,CoT,1099
73,23,CoT,1100
57,64,CoT,1101
73,26,CoT,1102
84,32,CoT,1103
16,68,CoT,1104
66,104,CoT,1105
41,34,CoT,1106
24,103,CoT,1107
88,73,CoT,1108
88,39,CoT,1109
91,52,CoT,1110
86,23,CoT,1111
57,25,CoT,1112
50,27,CoT,1113
19,190,CoT,1114
63,21,CoT,1115
58,26,CoT,1116
17,161,CoT,1117
53,23,CoT,1118
90,26,CoT,1119
78,92,CoT,1120
44,29,CoT,1121
57,22,CoT,1122
50,34,CoT,1123
35,34,CoT,1124
69,15,CoT,1125
66,30,CoT,1126
35,47,CoT,1127
66,23,CoT,1128
36,63,CoT,1129
35,18,CoT,1130
36,52,CoT,1131
64,27,CoT,1132
39,63,CoT,1133
49,27,CoT,1134
87,18,CoT,1135
86,79,CoT,1136
49,38,CoT,1137
60,28,CoT,1138
50,92,CoT,1139
74,27,CoT,1140
71,43,CoT,1141
1336,49,CoT,1142
32,45,CoT,1143
62,36,CoT,1144
72,18,CoT,1145
85,64,CoT,1146
42,57,CoT,1147
78,26,CoT,1148
58,34,CoT,1149
66,24,CoT,1150
56,39,CoT,1151
52,25,CoT,1152
40,46,CoT,1153
55,58,CoT,1154
52,25,CoT,1155
120,63,CoT,1156
81,145,CoT,1157
213,46,CoT,1158
64,77,CoT,1159
25,57,CoT,1160
61,127,CoT,1161
83,78,CoT,1162
80,24,CoT,1163
24,80,CoT,1164
40,22,CoT,1165
83,49,CoT,1166
70,30,CoT,1167
59,26,CoT,1168
79,20,CoT,1169
91,14,CoT,1170
61,36,CoT,1171
58,24,CoT,1172
32,57,CoT,1173
68,22,CoT,1174
69,18,CoT,1175
39,23,CoT,1176
65,23,CoT,1177
42,52,CoT,1178
33,54,CoT,1179
64,22,CoT,1180
88,29,CoT,1181
86,25,CoT,1182
43,43,CoT,1183
74,31,CoT,1184
73,35,CoT,1185
81,44,CoT,1186
69,31,CoT,1187
64,21,CoT,1188
69,31,CoT,1189
32,65,CoT,1190
111,44,CoT,1191
61,34,CoT,1192
50,23,CoT,1193
54,35,CoT,1194
47,30,CoT,1195
59,20,CoT,1196
130,177,CoT,1197
61,21,CoT,1198
64,39,CoT,1199
55,32,CoT,1200
44,42,CoT,1201
61,34,CoT,1202
26,67,CoT,1203
63,35,CoT,1204
44,28,CoT,1205
76,26,CoT,1206
70,33,CoT,1207
72,33,CoT,1208
21,90,CoT,1209
110,91,CoT,1210
78,25,CoT,1211
58,24,CoT,1212
47,37,CoT,1213
71,34,CoT,1214
150,32,CoT,1215
60,38,CoT,1216
74,34,CoT,1217
90,40,CoT,1218
16,148,CoT,1219
42,40,CoT,1220
61,19,CoT,1221
76,21,CoT,1222
74,92,CoT,1223
35,47,CoT,1224
49,32,CoT,1225
52,20,CoT,1226
62,26,CoT,1227
55,43,CoT,1228
80,23,CoT,1229
15,75,CoT,1230
73,27,CoT,1231
59,51,CoT,1232
85,30,CoT,1233
55,22,CoT,1234
46,21,CoT,1235
62,26,CoT,1236
44,60,CoT,1237
64,19,CoT,1238
24,40,CoT,1239
116,61,CoT,1240
29,68,CoT,1241
24,67,CoT,1242
87,27,CoT,1243
59,29,CoT,1244
62,29,CoT,1245
39,46,CoT,1246
56,24,CoT,1247
61,51,CoT,1248
65,22,CoT,1249
114,60,CoT,1250
72,23,CoT,1251
57,70,CoT,1252
53,31,CoT,1253
44,29,CoT,1254
49,16,CoT,1255
66,21,CoT,1256
76,77,CoT,1257
77,25,CoT,1258
54,23,CoT,1259
52,25,CoT,1260
35,73,CoT,1261
90,31,CoT,1262
54,21,CoT,1263
56,21,CoT,1264
59,29,CoT,1265
193,43,CoT,1266
95,64,CoT,1267
69,18,CoT,1268
77,29,CoT,1269
66,27,CoT,1270
51,26,CoT,1271
22,72,CoT,1272
47,37,CoT,1273
55,24,CoT,1274
42,52,CoT,1275
56,25,CoT,1276
59,19,CoT,1277
45,26,CoT,1278
48,21,CoT,1279
54,24,CoT,1280
52,24,CoT,1281
58,73,CoT,1282
59,23,CoT,1283
64,26,CoT,1284
45,44,CoT,1285
56,29,CoT,1286
48,29,CoT,1287
57,22,CoT,1288
50,28,CoT,1289
61,25,CoT,1290
65,66,CoT,1291
113,26,CoT,1292
43,27,CoT,1293
46,20,CoT,1294
68,18,CoT,1295
37,29,CoT,1296
47,28,CoT,1297
49,27,CoT,1298
308,58,CoT,1299
54,20,CoT,1300
73,25,CoT,1301
21,84,CoT,1302
68,47,CoT,1303
56,43,CoT,1304
44,42,CoT,1305
52,88,CoT,1306
97,37,CoT,1307
229,104,CoT,1308
58,21,CoT,1309
72,30,CoT,1310
65,37,CoT,1311
73,24,CoT,1312
33,20,CoT,1313
38,61,CoT,1314
380,77,CoT,1315
56,28,CoT,1316
63,33,CoT,1317
47,35,CoT,1318
108,82,CoT,1319
57,26,CoT,1320
78,31,CoT,1321
46,34,CoT,1322
25,28,CoT,1323
79,25,CoT,1324
61,22,CoT,1325
56,27,CoT,1326
54,34,CoT,1327
47,29,CoT,1328
65,25,CoT,1329
53,24,CoT,1330
82,30,CoT,1331
34,24,CoT,1332
68,19,CoT,1333
82,91,CoT,1334
52,30,CoT,1335
73,19,CoT,1336
15,80,CoT,1337
46,19,CoT,1338
41,41,CoT,1339
84,147,CoT,1340
62,21,CoT,1341
66,23,CoT,1342
38,21,CoT,1343
90,64,CoT,1344
236,45,CoT,1345
42,56,CoT,1346
51,29,CoT,1347
535,63,CoT,1348
83,15,CoT,1349
59,64,CoT,1350
170,54,CoT,1351
40,41,CoT,1352
65,32,CoT,1353
66,30,CoT,1354
50,62,CoT,1355
63,20,CoT,1356
58,39,CoT,1357
62,30,CoT,1358
52,32,CoT,1359
