input_len,target_len,task_source,idx
331,54,CoT,437
323,41,CoT,438
219,58,CoT,439
293,38,CoT,440
293,19,CoT,441
376,13,CoT,442
494,24,CoT,443
763,46,CoT,444
300,58,CoT,445
341,34,CoT,446
225,14,CoT,447
585,47,CoT,448
1322,67,CoT,449
246,77,CoT,450
228,54,CoT,451
517,23,CoT,452
482,64,CoT,453
169,51,CoT,454
795,56,CoT,455
404,31,CoT,456
462,71,CoT,457
897,42,CoT,458
487,43,CoT,459
494,41,CoT,460
282,36,CoT,461
888,34,CoT,462
494,115,CoT,463
403,46,CoT,464
457,18,CoT,465
562,77,CoT,466
230,26,CoT,467
292,25,CoT,468
1249,50,CoT,469
403,33,CoT,470
362,26,CoT,471
366,40,CoT,472
499,31,CoT,473
220,32,CoT,474
175,72,CoT,475
405,39,CoT,476
369,26,CoT,477
475,46,CoT,478
433,27,CoT,479
459,21,CoT,480
329,30,CoT,481
305,21,CoT,482
146,30,CoT,483
244,26,CoT,484
203,18,CoT,485
463,43,CoT,486
749,55,CoT,487
426,23,CoT,488
694,59,CoT,489
204,30,CoT,490
486,20,CoT,491
525,39,CoT,492
520,29,CoT,493
407,60,CoT,494
618,98,CoT,495
372,65,CoT,496
430,24,CoT,497
466,25,CoT,498
255,19,CoT,499
471,32,CoT,500
519,61,CoT,501
182,35,CoT,502
242,66,CoT,503
462,23,CoT,504
355,30,CoT,505
1178,49,CoT,506
1000,251,CoT,507
298,31,CoT,508
518,20,CoT,509
152,32,CoT,510
544,21,CoT,511
404,113,CoT,512
325,25,CoT,513
302,69,CoT,514
748,83,CoT,515
455,52,CoT,516
365,55,CoT,517
248,27,CoT,518
281,26,CoT,519
248,54,CoT,520
418,60,CoT,521
494,25,CoT,522
448,61,CoT,523
246,27,CoT,524
441,33,CoT,525
514,20,CoT,526
325,32,CoT,527
353,33,CoT,528
530,28,CoT,529
630,49,CoT,530
330,27,CoT,531
381,18,CoT,532
274,32,CoT,533
597,40,CoT,534
629,41,CoT,535
278,35,CoT,536
491,29,CoT,537
309,28,CoT,538
154,12,CoT,539
316,37,CoT,540
277,33,CoT,541
533,22,CoT,542
400,23,CoT,543
571,37,CoT,544
343,30,CoT,545
511,77,CoT,546
359,33,CoT,547
338,17,CoT,548
262,27,CoT,549
448,48,CoT,550
1165,156,CoT,551
281,17,CoT,552
174,49,CoT,553
515,59,CoT,554
330,68,CoT,555
487,24,CoT,556
114,35,CoT,557
525,32,CoT,558
732,85,CoT,559
508,46,CoT,560
1255,52,CoT,561
289,45,CoT,562
457,28,CoT,563
478,26,CoT,564
313,29,CoT,565
345,25,CoT,566
660,54,CoT,567
470,34,CoT,568
516,25,CoT,569
216,29,CoT,570
491,24,CoT,571
548,154,CoT,572
546,23,CoT,573
358,41,CoT,574
613,127,CoT,575
660,80,CoT,576
435,22,CoT,577
312,33,CoT,578
676,41,CoT,579
285,36,CoT,580
1062,46,CoT,581
439,28,CoT,582
228,25,CoT,583
529,24,CoT,584
416,11,CoT,585
460,68,CoT,586
269,26,CoT,587
232,39,CoT,588
184,31,CoT,589
564,68,CoT,590
363,32,CoT,591
317,29,CoT,592
357,28,CoT,593
318,33,CoT,594
372,27,CoT,595
350,30,CoT,596
267,26,CoT,597
456,22,CoT,598
481,23,CoT,599
449,34,CoT,600
196,34,CoT,601
498,31,CoT,602
573,29,CoT,603
230,22,CoT,604
312,23,CoT,605
353,36,CoT,606
426,18,CoT,607
255,39,CoT,608
267,24,CoT,609
493,64,CoT,610
506,32,CoT,611
289,20,CoT,612
303,70,CoT,613
359,35,CoT,614
316,24,CoT,615
492,35,CoT,616
431,35,CoT,617
736,87,CoT,618
149,38,CoT,619
434,22,CoT,620
514,23,CoT,621
318,25,CoT,622
218,35,CoT,623
1138,210,CoT,624
317,29,CoT,625
316,24,CoT,626
321,39,CoT,627
494,53,CoT,628
272,48,CoT,629
440,34,CoT,630
462,59,CoT,631
276,34,CoT,632
282,21,CoT,633
788,66,CoT,634
457,56,CoT,635
289,97,CoT,636
440,28,CoT,637
684,47,CoT,638
490,26,CoT,639
294,37,CoT,640
657,79,CoT,641
310,32,CoT,642
243,50,CoT,643
240,24,CoT,644
288,51,CoT,645
645,65,CoT,646
436,62,CoT,647
271,27,CoT,648
318,27,CoT,649
215,23,CoT,650
239,32,CoT,651
506,46,CoT,652
207,77,CoT,653
506,18,CoT,654
552,20,CoT,655
478,31,CoT,656
373,60,CoT,657
779,46,CoT,658
1532,59,CoT,659
538,24,CoT,660
242,17,CoT,661
514,18,CoT,662
750,53,CoT,663
505,25,CoT,664
211,41,CoT,665
521,30,CoT,666
302,112,CoT,667
888,60,CoT,668
190,14,CoT,669
524,37,CoT,670
450,51,CoT,671
660,26,CoT,672
410,38,CoT,673
199,25,CoT,674
311,67,CoT,675
281,40,CoT,676
478,20,CoT,677
354,25,CoT,678
307,20,CoT,679
477,24,CoT,680
511,37,CoT,681
283,22,CoT,682
1267,186,CoT,683
320,18,CoT,684
493,27,CoT,685
782,71,CoT,686
527,21,CoT,687
317,13,CoT,688
230,17,CoT,689
501,25,CoT,690
360,21,CoT,691
274,29,CoT,692
315,37,CoT,693
209,49,CoT,694
183,55,CoT,695
275,22,CoT,696
340,130,CoT,697
460,44,CoT,698
304,27,CoT,699
240,22,CoT,700
483,20,CoT,701
350,25,CoT,702
486,22,CoT,703
450,50,CoT,704
464,30,CoT,705
648,74,CoT,706
234,36,CoT,707
502,25,CoT,708
498,84,CoT,709
470,86,CoT,710
456,29,CoT,711
695,111,CoT,712
363,64,CoT,713
248,55,CoT,714
401,48,CoT,715
486,21,CoT,716
365,26,CoT,717
508,23,CoT,718
291,28,CoT,719
258,19,CoT,720
506,35,CoT,721
257,30,CoT,722
472,29,CoT,723
812,109,CoT,724
292,17,CoT,725
526,25,CoT,726
766,50,CoT,727
544,29,CoT,728
333,25,CoT,729
435,51,CoT,730
503,29,CoT,731
343,28,CoT,732
319,26,CoT,733
585,82,CoT,734
505,29,CoT,735
203,39,CoT,736
174,52,CoT,737
337,32,CoT,738
310,77,CoT,739
358,114,CoT,740
484,24,CoT,741
462,20,CoT,742
253,28,CoT,743
269,36,CoT,744
352,35,CoT,745
511,26,CoT,746
273,20,CoT,747
441,57,CoT,748
286,20,CoT,749
425,39,CoT,750
454,50,CoT,751
714,42,CoT,752
741,39,CoT,753
532,49,CoT,754
281,49,CoT,755
569,108,CoT,756
209,63,CoT,757
543,27,CoT,758
454,21,CoT,759
445,58,CoT,760
534,18,CoT,761
739,72,CoT,762
310,38,CoT,763
335,30,CoT,764
515,28,CoT,765
271,27,CoT,766
263,28,CoT,767
284,42,CoT,768
451,21,CoT,769
453,48,CoT,770
269,32,CoT,771
466,20,CoT,772
225,35,CoT,773
793,117,CoT,774
295,75,CoT,775
386,50,CoT,776
402,33,CoT,777
199,37,CoT,778
166,36,CoT,779
510,24,CoT,780
1010,58,CoT,781
324,55,CoT,782
336,35,CoT,783
181,16,CoT,784
446,27,CoT,785
524,57,CoT,786
507,65,CoT,787
304,27,CoT,788
301,12,CoT,789
262,37,CoT,790
523,19,CoT,791
394,26,CoT,792
230,28,CoT,793
235,47,CoT,794
1283,44,CoT,795
505,23,CoT,796
354,43,CoT,797
457,64,CoT,798
444,58,CoT,799
490,40,CoT,800
246,32,CoT,801
267,39,CoT,802
366,43,CoT,803
408,36,CoT,804
150,35,CoT,805
278,26,CoT,806
494,32,CoT,807
504,30,CoT,808
476,24,CoT,809
445,42,CoT,810
228,31,CoT,811
477,24,CoT,812
1137,69,CoT,813
440,24,CoT,814
326,21,CoT,815
229,25,CoT,816
309,46,CoT,817
236,36,CoT,818
251,37,CoT,819
343,25,CoT,820
465,88,CoT,821
446,49,CoT,822
436,52,CoT,823
480,42,CoT,824
355,50,CoT,825
337,40,CoT,826
292,30,CoT,827
494,21,CoT,828
315,26,CoT,829
278,26,CoT,830
324,25,CoT,831
232,24,CoT,832
454,53,CoT,833
440,67,CoT,834
242,24,CoT,835
476,42,CoT,836
488,51,CoT,837
862,76,CoT,838
333,17,CoT,839
508,53,CoT,840
721,53,CoT,841
493,34,CoT,842
285,87,CoT,843
336,32,CoT,844
230,23,CoT,845
594,57,CoT,846
721,61,CoT,847
143,26,CoT,848
305,31,CoT,849
513,36,CoT,850
317,25,CoT,851
716,60,CoT,852
233,45,CoT,853
297,33,CoT,854
325,20,CoT,855
317,27,CoT,856
448,23,CoT,857
446,26,CoT,858
431,22,CoT,859
773,96,CoT,860
860,53,CoT,861
461,21,CoT,862
186,51,CoT,863
615,54,CoT,864
334,24,CoT,865
554,63,CoT,866
300,39,CoT,867
283,25,CoT,868
720,79,CoT,869
400,95,CoT,870
500,78,CoT,871
253,64,CoT,872
424,25,CoT,873
504,35,CoT,874
349,37,CoT,875
300,70,CoT,876
496,55,CoT,877
878,33,CoT,878
676,72,CoT,879
226,35,CoT,880
848,42,CoT,881
244,36,CoT,882
282,19,CoT,883
174,46,CoT,884
298,15,CoT,885
455,32,CoT,886
1302,47,CoT,887
332,22,CoT,888
504,23,CoT,889
226,33,CoT,890
1422,40,CoT,891
345,41,CoT,892
539,27,CoT,893
347,18,CoT,894
872,61,CoT,895
485,19,CoT,896
820,40,CoT,897
697,59,CoT,898
530,39,CoT,899
293,22,CoT,900
443,165,CoT,901
467,34,CoT,902
286,37,CoT,903
394,38,CoT,904
430,30,CoT,905
1138,64,CoT,906
178,41,CoT,907
478,26,CoT,908
333,49,CoT,909
540,20,CoT,910
726,51,CoT,911
367,47,CoT,912
283,20,CoT,913
275,31,CoT,914
509,35,CoT,915
471,34,CoT,916
291,38,CoT,917
524,32,CoT,918
423,22,CoT,919
577,60,CoT,920
536,22,CoT,921
324,25,CoT,922
381,30,CoT,923
1286,82,CoT,924
307,18,CoT,925
324,36,CoT,926
379,29,CoT,927
471,84,CoT,928
242,29,CoT,929
682,31,CoT,930
873,60,CoT,931
319,26,CoT,932
499,30,CoT,933
453,28,CoT,934
464,29,CoT,935
551,31,CoT,936
482,61,CoT,937
341,25,CoT,938
329,38,CoT,939
232,32,CoT,940
626,68,CoT,941
491,18,CoT,942
491,72,CoT,943
476,19,CoT,944
256,25,CoT,945
399,28,CoT,946
237,33,CoT,947
209,71,CoT,948
451,23,CoT,949
237,33,CoT,950
482,23,CoT,951
418,57,CoT,952
458,18,CoT,953
282,49,CoT,954
523,29,CoT,955
412,42,CoT,956
475,29,CoT,957
500,24,CoT,958
742,68,CoT,959
516,31,CoT,960
300,57,CoT,961
292,23,CoT,962
162,51,CoT,963
361,74,CoT,964
356,37,CoT,965
358,16,CoT,966
505,20,CoT,967
462,25,CoT,968
496,33,CoT,969
436,32,CoT,970
460,29,CoT,971
266,69,CoT,972
257,92,CoT,973
519,34,CoT,974
526,25,CoT,975
264,83,CoT,976
468,25,CoT,977
256,32,CoT,978
484,21,CoT,979
201,26,CoT,980
375,31,CoT,981
576,21,CoT,982
291,25,CoT,983
535,38,CoT,984
593,85,CoT,985
231,37,CoT,986
986,835,CoT,987
309,16,CoT,988
442,40,CoT,989
422,56,CoT,990
564,27,CoT,991
272,32,CoT,992
261,68,CoT,993
246,31,CoT,994
483,22,CoT,995
258,48,CoT,996
349,31,CoT,997
282,112,CoT,998
314,30,CoT,999
366,79,CoT,1000
200,64,CoT,1001
654,29,CoT,1002
412,51,CoT,1003
439,58,CoT,1004
450,31,CoT,1005
266,26,CoT,1006
518,22,CoT,1007
373,31,CoT,1008
189,28,CoT,1009
144,30,CoT,1010
1632,172,CoT,1011
218,28,CoT,1012
254,27,CoT,1013
587,25,CoT,1014
706,36,CoT,1015
338,43,CoT,1016
497,26,CoT,1017
277,14,CoT,1018
550,28,CoT,1019
482,26,CoT,1020
372,27,CoT,1021
295,73,CoT,1022
384,72,CoT,1023
480,20,CoT,1024
285,45,CoT,1025
251,76,CoT,1026
304,23,CoT,1027
489,25,CoT,1028
182,36,CoT,1029
468,23,CoT,1030
428,52,CoT,1031
472,50,CoT,1032
246,25,CoT,1033
180,34,CoT,1034
456,23,CoT,1035
154,15,CoT,1036
486,25,CoT,1037
198,45,CoT,1038
703,28,CoT,1039
456,45,CoT,1040
403,31,CoT,1041
502,24,CoT,1042
338,15,CoT,1043
986,69,CoT,1044
370,37,CoT,1045
429,28,CoT,1046
286,31,CoT,1047
213,41,CoT,1048
265,37,CoT,1049
345,34,CoT,1050
315,78,CoT,1051
457,31,CoT,1052
396,43,CoT,1053
499,25,CoT,1054
501,31,CoT,1055
824,79,CoT,1056
385,62,CoT,1057
335,27,CoT,1058
153,65,CoT,1059
1158,30,CoT,1060
507,41,CoT,1061
442,27,CoT,1062
317,27,CoT,1063
308,23,CoT,1064
349,20,CoT,1065
571,24,CoT,1066
675,120,CoT,1067
529,19,CoT,1068
404,40,CoT,1069
140,37,CoT,1070
232,25,CoT,1071
494,29,CoT,1072
108,59,CoT,1073
507,68,CoT,1074
437,81,CoT,1075
341,33,CoT,1076
217,58,CoT,1077
480,19,CoT,1078
381,45,CoT,1079
216,33,CoT,1080
257,63,CoT,1081
536,27,CoT,1082
436,48,CoT,1083
341,25,CoT,1084
335,61,CoT,1085
335,32,CoT,1086
484,29,CoT,1087
294,22,CoT,1088
485,31,CoT,1089
435,54,CoT,1090
231,34,CoT,1091
282,33,CoT,1092
518,25,CoT,1093
238,28,CoT,1094
525,66,CoT,1095
172,80,CoT,1096
416,28,CoT,1097
408,60,CoT,1098
450,21,CoT,1099
318,42,CoT,1100
302,34,CoT,1101
377,33,CoT,1102
242,22,CoT,1103
482,25,CoT,1104
283,21,CoT,1105
517,21,CoT,1106
451,80,CoT,1107
285,27,CoT,1108
340,28,CoT,1109
440,18,CoT,1110
130,35,CoT,1111
497,22,CoT,1112
230,22,CoT,1113
727,75,CoT,1114
711,34,CoT,1115
208,30,CoT,1116
268,36,CoT,1117
470,21,CoT,1118
321,19,CoT,1119
444,22,CoT,1120
343,25,CoT,1121
359,32,CoT,1122
440,65,CoT,1123
759,64,CoT,1124
521,30,CoT,1125
478,20,CoT,1126
426,60,CoT,1127
483,27,CoT,1128
585,181,CoT,1129
305,61,CoT,1130
251,31,CoT,1131
747,63,CoT,1132
422,33,CoT,1133
360,22,CoT,1134
318,26,CoT,1135
297,62,CoT,1136
247,27,CoT,1137
350,26,CoT,1138
1321,59,CoT,1139
291,21,CoT,1140
1091,27,CoT,1141
496,23,CoT,1142
376,23,CoT,1143
317,36,CoT,1144
450,43,CoT,1145
321,35,CoT,1146
219,34,CoT,1147
333,36,CoT,1148
315,35,CoT,1149
398,31,CoT,1150
294,25,CoT,1151
258,35,CoT,1152
818,81,CoT,1153
223,31,CoT,1154
470,71,CoT,1155
862,64,CoT,1156
245,43,CoT,1157
512,25,CoT,1158
976,89,CoT,1159
303,34,CoT,1160
297,24,CoT,1161
190,28,CoT,1162
305,29,CoT,1163
174,57,CoT,1164
885,44,CoT,1165
330,21,CoT,1166
457,27,CoT,1167
713,36,CoT,1168
291,105,CoT,1169
302,59,CoT,1170
268,20,CoT,1171
239,21,CoT,1172
548,30,CoT,1173
810,118,CoT,1174
458,54,CoT,1175
506,33,CoT,1176
234,37,CoT,1177
925,91,CoT,1178
1147,59,CoT,1179
324,39,CoT,1180
1062,32,CoT,1181
301,79,CoT,1182
263,47,CoT,1183
464,29,CoT,1184
616,72,CoT,1185
306,58,CoT,1186
294,27,CoT,1187
303,29,CoT,1188
402,70,CoT,1189
456,33,CoT,1190
342,26,CoT,1191
230,29,CoT,1192
482,27,CoT,1193
326,42,CoT,1194
281,23,CoT,1195
750,70,CoT,1196
408,53,CoT,1197
282,20,CoT,1198
495,28,CoT,1199
220,28,CoT,1200
285,21,CoT,1201
508,31,CoT,1202
338,30,CoT,1203
663,129,CoT,1204
431,52,CoT,1205
488,35,CoT,1206
382,29,CoT,1207
267,27,CoT,1208
428,43,CoT,1209
481,29,CoT,1210
435,64,CoT,1211
557,26,CoT,1212
545,25,CoT,1213
876,35,CoT,1214
208,21,CoT,1215
222,18,CoT,1216
190,24,CoT,1217
528,75,CoT,1218
317,28,CoT,1219
223,32,CoT,1220
357,21,CoT,1221
722,17,CoT,1222
250,19,CoT,1223
205,68,CoT,1224
517,37,CoT,1225
470,28,CoT,1226
357,14,CoT,1227
759,121,CoT,1228
516,30,CoT,1229
416,21,CoT,1230
193,53,CoT,1231
482,73,CoT,1232
230,45,CoT,1233
484,20,CoT,1234
648,32,CoT,1235
493,24,CoT,1236
502,34,CoT,1237
327,48,CoT,1238
173,26,CoT,1239
535,43,CoT,1240
480,51,CoT,1241
227,31,CoT,1242
475,22,CoT,1243
193,42,CoT,1244
339,25,CoT,1245
243,12,CoT,1246
308,14,CoT,1247
545,56,CoT,1248
538,37,CoT,1249
169,31,CoT,1250
308,22,CoT,1251
1664,45,CoT,1252
323,29,CoT,1253
291,28,CoT,1254
231,33,CoT,1255
484,51,CoT,1256
222,26,CoT,1257
739,55,CoT,1258
401,15,CoT,1259
534,134,CoT,1260
369,33,CoT,1261
328,66,CoT,1262
287,21,CoT,1263
1070,56,CoT,1264
185,66,CoT,1265
271,23,CoT,1266
522,282,CoT,1267
260,27,CoT,1268
774,83,CoT,1269
441,59,CoT,1270
492,19,CoT,1271
332,29,CoT,1272
522,45,CoT,1273
435,26,CoT,1274
159,21,CoT,1275
308,21,CoT,1276
457,25,CoT,1277
868,21,CoT,1278
496,19,CoT,1279
393,42,CoT,1280
524,38,CoT,1281
761,47,CoT,1282
185,46,CoT,1283
477,29,CoT,1284
310,23,CoT,1285
548,27,CoT,1286
806,72,CoT,1287
480,19,CoT,1288
313,82,CoT,1289
345,54,CoT,1290
423,41,CoT,1291
212,36,CoT,1292
333,46,CoT,1293
380,318,CoT,1294
366,34,CoT,1295
364,22,CoT,1296
267,52,CoT,1297
245,42,CoT,1298
504,56,CoT,1299
730,28,CoT,1300
804,43,CoT,1301
280,20,CoT,1302
499,23,CoT,1303
504,32,CoT,1304
1138,32,CoT,1305
395,69,CoT,1306
474,48,CoT,1307
329,23,CoT,1308
1109,1317,CoT,1309
665,77,CoT,1310
547,25,CoT,1311
279,31,CoT,1312
515,32,CoT,1313
492,27,CoT,1314
303,26,CoT,1315
472,36,CoT,1316
286,18,CoT,1317
260,32,CoT,1318
506,26,CoT,1319
518,55,CoT,1320
173,36,CoT,1321
430,32,CoT,1322
301,52,CoT,1323
545,20,CoT,1324
331,40,CoT,1325
226,24,CoT,1326
579,35,CoT,1327
438,27,CoT,1328
309,38,CoT,1329
498,80,CoT,1330
218,31,CoT,1331
1105,78,CoT,1332
868,52,CoT,1333
220,34,CoT,1334
484,104,CoT,1335
421,43,CoT,1336
327,12,CoT,1337
452,51,CoT,1338
187,50,CoT,1339
285,57,CoT,1340
515,56,CoT,1341
814,99,CoT,1342
513,66,CoT,1343
473,79,CoT,1344
490,67,CoT,1345
339,25,CoT,1346
364,27,CoT,1347
214,53,CoT,1348
198,94,CoT,1349
456,30,CoT,1350
507,31,CoT,1351
1364,52,CoT,1352
199,21,CoT,1353
250,27,CoT,1354
516,216,CoT,1355
